00:50:C2:DB:A0:00/36	MPElectr	M.P. Electronics
00:50:C2:DB:B0:00/36	Esensors	Esensors, Inc.
00:50:C2:DB:C0:00/36	NantesPr	Nantes Systems Private Limited
00:50:C2:DB:D0:00/36	Margento	Margento R&D
00:50:C2:DB:E0:00/36	WITHSYST	WITHSYSTEM Co.,Ltd
00:50:C2:DB:F0:00/36	One-Nemo	One-Nemoto Engineering Corporation
00:50:C2:DC:00:00/36	Security	Security Services Group (SSG)
00:50:C2:DC:10:00/36	AcruxTec	Acrux Technology Limited
00:50:C2:DC:20:00/36	TesseraT	Tessera Technology Inc.
00:50:C2:DC:30:00/36	ZEDZiegl	ZED Ziegler Electronic Devices GmbH
00:50:C2:DC:40:00/36	KeithKoe	Keith & Koep GmbH
00:50:C2:DC:50:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:DC:60:00/36	FluidCom	Fluid Components Intl
00:50:C2:DC:70:00/36	AGTHoldi	AGT Holdings Limited
00:50:C2:DC:80:00/36	T2M2	T2M2 GmbH
00:50:C2:DC:90:00/36	KinotonG	KinotonGmbH
00:50:C2:DC:A0:00/36	TeleData	Tele Data Control
00:50:C2:DC:B0:00/36	CT	CT Company
00:50:C2:DC:C0:00/36	Instrume	Instrumentel Limited
00:50:C2:DC:D0:00/36	dilitron	dilitronics GmbH
00:50:C2:DC:E0:00/36	Mecsel	Mecsel Oy
00:50:C2:DC:F0:00/36	MCSEngen	MCS Engenharia ltda
00:50:C2:DD:00:00/36	IDCSolut	IDC Solutions Pty Ltd
00:50:C2:DD:10:00/36	Brankamp	Brankamp GmbH
00:50:C2:DD:20:00/36	Electron	Electronic Applications, Inc.
00:50:C2:DD:30:00/36	Rohde&Sc	Rohde&Schwarz Topex SA
00:50:C2:DD:40:00/36	Systech
00:50:C2:DD:50:00/36	FriendSp	Friend Spring Industrial Co., Ltd.
00:50:C2:DD:60:00/36	Wartsila	Wartsila Voyage Limited
00:50:C2:DD:70:00/36	TornadoM	Tornado Modular Systems
00:50:C2:DD:80:00/36	Leonardo	Leonardo UK Ltd
00:50:C2:DD:90:00/36	Metrawar	Metraware
00:50:C2:DD:A0:00/36	rbzrobot	rbz robot design s.l.
00:50:C2:DD:B0:00/36	Luceo
00:50:C2:DD:C0:00/36	VisionCo	Vision & Control GmbH
00:50:C2:DD:D0:00/36	A&AGener	A&A General Srl
00:50:C2:DD:E0:00/36	DRSImagi	DRS Imaging and Targeting Solutions
00:50:C2:DD:F0:00/36	Device	Device GmbH
00:50:C2:DE:00:00/36	Internet	Internet Protocolo Logica Sl
00:50:C2:DE:10:00/36	ABBTrans	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
00:50:C2:DE:20:00/36	Sequtec	Sequtec Inc
00:50:C2:DE:30:00/36	Breakawa	Breakaway Systems LLC
00:50:C2:DE:40:00/36	EGSTechn	EGS Technologies Ltd
00:50:C2:DE:50:00/36	Neets
00:50:C2:DE:60:00/36	FrSauter	Fr. Sauter AG
00:50:C2:DE:70:00/36	Elan	Elan Systems
00:50:C2:DE:80:00/36	VisualPr	Visual Productions
00:50:C2:DE:90:00/36	DacomWes	Dacom West GmbH
00:50:C2:DE:A0:00/36	Cerner	Cerner Corporation
00:50:C2:DE:B0:00/36	RuwischK	Ruwisch & Kollegen GmbH
00:50:C2:DE:C0:00/36	VendNova	VendNovation LLC
00:50:C2:DE:D0:00/36	LeeLaser	Lee Laser
00:50:C2:DE:F0:00/36	Powersen	Powersense A/S
00:50:C2:DF:00:00/36	KoncarEl	Koncar Electrical Engineering Institute
00:50:C2:DF:10:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:DF:20:00/36	OceanSon	Ocean Sonics
00:50:C2:DF:30:00/36	INSEVIS	INSEVIS GmbH
00:50:C2:DF:40:00/36	PotterEl	Potter Electric Signal Co. LLC
00:50:C2:DF:50:00/36	EtherLig	EtherLight
00:50:C2:DF:60:00/36	HinoEngi	Hino Engineering, Inc
00:50:C2:DF:70:00/36	Combilen	Combilent
00:50:C2:DF:80:00/36	Tommotek	Tommotek (WA) Pty Ltd.
00:50:C2:DF:90:00/36	JennySci	Jenny Science AG
00:50:C2:DF:A0:00/36	MACValve	MAC Valves, Inc.
00:50:C2:DF:B0:00/36	Bettini	Bettini Srl
00:50:C2:DF:C0:00/36	I-Evo	I-Evo Ltd
00:50:C2:DF:D0:00/36	Wotbox	Wotbox ltd
00:50:C2:DF:E0:00/36	XitekDes	Xitek Design Limited
00:50:C2:DF:F0:00/36	TantalEl	Tantal Electronica, Sl
00:50:C2:E0:00:00/36	AplexTec	Aplex Technology Inc.
00:50:C2:E0:10:00/36	TycoTraf	Tyco Traffic & Transportation
00:50:C2:E0:20:00/36	Cleversc	Cleverscope
00:50:C2:E0:30:00/36	ICUScand	ICU Scandinavia Schweiz GmbH
00:50:C2:E0:40:00/36	SecEng	Sec.Eng Systems Pty Ltd
00:50:C2:E0:50:00/36	Nocosium
00:50:C2:E0:60:00/36	EbnerEle	Ebner Electronic GmbH
00:50:C2:E0:70:00/36	Protagon	Protagon Process Technologies GmbH
00:50:C2:E0:80:00/36	KSTTechn	KST Technology
00:50:C2:E0:90:00/36	Ateme
00:50:C2:E0:A0:00/36	Sicon	Sicon srl
00:50:C2:E0:B0:00/36	Seartech
00:50:C2:E0:C0:00/36	YouhoEle	Youho Electric Ind.,Ltd.
00:50:C2:E0:D0:00/36	Unixmedi	Unixmedia Srl
00:50:C2:E0:E0:00/36	PmacJapa	Pmac Japan
00:50:C2:E0:F0:00/36	Trentino	Trentino Systems
00:50:C2:E1:00:00/36	Radinetw	Radinetworks Co., Ltd
00:50:C2:E1:10:00/36	RadioMob	RadioMobile Inc
00:50:C2:E1:20:00/36	KagoElec	Kago Electronics BV
00:50:C2:E1:30:00/36	Automati	Automation Assist Japan Company
00:50:C2:E1:40:00/36	Calixto	Calixto Systems Pvt Ltd
00:50:C2:E1:50:00/36	IHIScube	IHI Scube Co.,Ltd
00:50:C2:E1:60:00/36	Jetstrea	Jetstream Ltd.
00:50:C2:E1:70:00/36	GallTank	Gall Tankdatensysteme GmbH
00:50:C2:E1:80:00/36	ABBTrans	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
00:50:C2:E1:90:00/36	ZoeMedic	Zoe Medical
00:50:C2:E1:A0:00/36	Rosslare	Rosslare Enterprises Limited
00:50:C2:E1:B0:00/36	Embedded	Embedded Labs
00:50:C2:E1:C0:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:E1:D0:00/36	Holdline	Holdline Tecnologia e Sistemas Ltda
00:50:C2:E1:E0:00/36	Lo-Q	Lo-Q plc
00:50:C2:E1:F0:00/36	Elvees
00:50:C2:E2:00:00/36	Divelbis	Divelbiss Corporation
00:50:C2:E2:10:00/36	NorwiaAS	Norwia AS
00:50:C2:E2:20:00/36	MichaelR	Michael Riedel Transformatorenbau GmbH
00:50:C2:E2:30:00/36	Vitec
00:50:C2:E2:40:00/36	DiTESTFa	DiTEST Fahrzeugdiagnose GmbH
00:50:C2:E2:50:00/36	ACDElekt	ACD Elektronik GmbH
00:50:C2:E2:60:00/36	Cinetix	Cinetix s.r.l.
00:50:C2:E2:70:00/36	CONTROL	CONTROL SYSTEMS Srl
00:50:C2:E2:80:00/36	Teplovod	Teplovodokhran
00:50:C2:E2:90:00/36	FrSauter	Fr. Sauter AG
00:50:C2:E2:A0:00/36	Rohde&Sc	Rohde&Schwarz Topex SA
00:50:C2:E2:B0:00/36	PlantInt	Plant Integrity Limited
00:50:C2:E2:C0:00/36	ENElectr	EN ElectronicNetwork Hamburg GmbH
00:50:C2:E2:D0:00/36	Funkwerk	Funkwerk IT Karlsfeld GmbH
00:50:C2:E2:E0:00/36	DS!Ingen	DS! Ingenieurbuero
00:50:C2:E2:F0:00/36	Beam	Beam Ltd
00:50:C2:E3:00:00/36	Goennhei	Goennheimer Elektronic GmbH
00:50:C2:E3:10:00/36	ENSIS	ENSIS Co., Ltd.
00:50:C2:E3:20:00/36	Oshoksh	Oshoksh Corporation
00:50:C2:E3:30:00/36	MoritaTe	Morita Technical Center Company
00:50:C2:E3:40:00/36	HGLDynam	HGL Dynamics
00:50:C2:E3:50:00/36	Omnica	Omnica Corporation
00:50:C2:E3:60:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:E3:70:00/36	FUJIDATA	FUJI DATA SYSTEM Co., Ltd
00:50:C2:E3:80:00/36	AesirCop	Aesir Copenhagen
00:50:C2:E3:90:00/36	Telemetr	Telemetrics Inc.
00:50:C2:E3:A0:00/36	Vocality	Vocality International Ltd
00:50:C2:E3:B0:00/36	Nanosolu	Nanosolution Inc.
00:50:C2:E3:C0:00/36	GrupoEpe	Grupo Epelsa S.L.
00:50:C2:E3:D0:00/36	Baudisch	Baudisch Electronic GmbH
00:50:C2:E3:E0:00/36	Monnit	Monnit Corp.
00:50:C2:E3:F0:00/36	Visito	Visito S.R.L.
00:50:C2:E4:00:00/36	Ecrin	Ecrin Systems
00:50:C2:E4:10:00/36	Higeco	Higeco S.r.l.
00:50:C2:E4:20:00/36	Wingsfor	Wings for Media SL
00:50:C2:E4:30:00/36	Technica	Technica Engineering GmbH
00:50:C2:E4:40:00/36	DEUTA-WE	DEUTA-WERKE GmbH
00:50:C2:E4:50:00/36	Stichtin	Stichting Sunrise
00:50:C2:E4:60:00/36	Industre	Industrea Mining Technology
00:50:C2:E4:70:00/36	EnikaCz	Enika.Cz
00:50:C2:E4:80:00/36	ITWReyfl	ITW Reyflex North America
00:50:C2:E4:90:00/36	CtfTechn	Ctf Technologies Do Brasil Ltda
00:50:C2:E4:A0:00/36	GHLBhd	GHL Systems Bhd
00:50:C2:E4:B0:00/36	Rohde&Sc	Rohde&Schwarz Topex SA
00:50:C2:E4:C0:00/36	AppliedM	Applied Micro Electronics AME bv
00:50:C2:E4:D0:00/36	Pcsc
00:50:C2:E4:E0:00/36	Institut	Institute For Information Industry
00:50:C2:E4:F0:00/36	WineTech	Wine Technology Marlborough
00:50:C2:E5:00:00/36	Tattile	Tattile srl
00:50:C2:E5:10:00/36	Motec	Motec Pty Ltd
00:50:C2:E5:20:00/36	FamasSys	Famas System S.p.A.
00:50:C2:E5:30:00/36	NEXTvide	NEXT video systems Hard- and Software Development GmbH
00:50:C2:E5:40:00/36	ArcosTec	Arcos Technologies LTD
00:50:C2:E5:50:00/36	TTi	TTi Ltd
00:50:C2:E5:60:00/36	Rfengine	Rfengine Co., Ltd.
00:50:C2:E5:70:00/36	EolaneMo	Eolane Montceau
00:50:C2:E5:80:00/36	Agri-hit	Agri-hitech LLC
00:50:C2:E5:90:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:E5:A0:00/36	Futec	Futec Inc.
00:50:C2:E5:B0:00/36	CAIPOAut	CAIPO Automazione Industriale s.r.l.
00:50:C2:E5:C0:00/36	MCOPIA	MCOPIA Co., Ltd
00:50:C2:E5:D0:00/36	T8	T8 Ltd
00:50:C2:E5:E0:00/36	Orep
00:50:C2:E5:F0:00/36	PantecEn	Pantec Engineering AG
00:50:C2:E6:00:00/36	Horizon	Horizon.Inc
00:50:C2:E6:10:00/36	DetechEl	Detech Electronics ApS
00:50:C2:E6:20:00/36	SAEIT	SAE IT-systems GmbH & Co. KG
00:50:C2:E6:30:00/36	Primasis	Prima sistemi
00:50:C2:E6:40:00/36	Edgeware	Edgeware AB
00:50:C2:E6:50:00/36	IBElektr	IB Elektronik GmbH
00:50:C2:E6:60:00/36	EMAC	EMAC, Inc.
00:50:C2:E6:70:00/36	Critical	Critical Link LLC
00:50:C2:E6:80:00/36	Kyoritsu	Kyoritsu Electric Corporation
00:50:C2:E6:90:00/36	Netmaker
00:50:C2:E6:A0:00/36	AplexTec	Aplex Technology Inc.
00:50:C2:E6:B0:00/36	SikaTech	Sika Technology AG
00:50:C2:E6:C0:00/36	SAMSUNGE	SAMSUNG Electronics Co.,Ltd.(LED Division)
00:50:C2:E6:D0:00/36	Allerta	Allerta Inc
00:50:C2:E6:E0:00/36	Power-On	Power-One Italia S.p.A
00:50:C2:E6:F0:00/36	LeydenEn	Leyden Engineering
00:50:C2:E7:00:00/36	DorletSa	Dorlet Sau
00:50:C2:E7:10:00/36	trafficn	traffic network solutions s.l
00:50:C2:E7:30:00/36	ACSMotio	ACS Motion Control Ltd.
00:50:C2:E7:40:00/36	Will	Will corp.
00:50:C2:E7:50:00/36	Fsm	Fsm Ag
00:50:C2:E7:60:00/36	Embedded	Embedded Solution Bank Co., Ltd.
00:50:C2:E7:70:00/36	FrSauter	Fr. Sauter AG
00:50:C2:E7:80:00/36	TaskSist	Task Sistemas De Computacao Ltda
00:50:C2:E7:90:00/36	MCSMICRO	MCS MICRONIC Computer Systeme GmbH
00:50:C2:E7:A0:00/36	Lightel
00:50:C2:E7:B0:00/36	ATOMGIKE	ATOM GIKEN Co.,Ltd.
00:50:C2:E7:C0:00/36	spcontro	sp controls, inc
00:50:C2:E7:D0:00/36	AELMicro	AEL Microsystems Limited
00:50:C2:E7:E0:00/36	Swarefle	Swareflex GmbH
00:50:C2:E7:F0:00/36	LSContro	LS Control A/S
00:50:C2:E8:00:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:E8:10:00/36	Adaptive	Adaptive Technologies, Inc.
00:50:C2:E8:20:00/36	XploreTe	Xplore Technologies Corp
00:50:C2:E8:30:00/36	Witree	Witree Co.,Ltd
00:50:C2:E8:40:00/36	ABBTrans	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
00:50:C2:E8:50:00/36	CosmoLif	Cosmo Life Co.,Ltd
00:50:C2:E8:60:00/36	Multisun	Multisuns Corporation
00:50:C2:E8:70:00/36	LamsonSa	Lamson Safes & Security
00:50:C2:E8:80:00/36	Pivitec	Pivitec, LLC
00:50:C2:E8:90:00/36	Proteqse	Proteqsen
00:50:C2:E8:A0:00/36	Macronet	Macronet s.r.l.
00:50:C2:E8:B0:00/36	RPAElect	RPA Electronic Solutions, Inc.
00:50:C2:E8:C0:00/36	Epec	Epec Oy
00:50:C2:E8:D0:00/36	SystemAd	SystemAdvanced Co,Ltd
00:50:C2:E8:E0:00/36	GDMissio	GD Mission Systems
00:50:C2:E8:F0:00/36	STTCondi	STT Condigi A/S
00:50:C2:E9:00:00/36	GSElektr	GS Elektromedizinische Geraete G. Stemple GmbH
00:50:C2:E9:10:00/36	DspDesig	Dsp Design Ltd
00:50:C2:E9:20:00/36	CT	CT Company
00:50:C2:E9:30:00/36	Percepti	Perceptive Pixel Inc.
00:50:C2:E9:40:00/36	ANA-U	ANA-U GmbH
00:50:C2:E9:50:00/36	DliteCom	Dlite Comercio, Importadora e Serviços de Automação Ltda
00:50:C2:E9:60:00/36	Proyecso	Proyecson S.A.
00:50:C2:E9:70:00/36	Arista	Arista Systems Corporation
00:50:C2:E9:80:00/36	i3Intern	i3 International Inc.
00:50:C2:E9:90:00/36	UVNetwor	UV Networks, Inc.
00:50:C2:E9:A0:00/36	Solace	Solace Systems
00:50:C2:E9:B0:00/36	Hentsche	Hentschel System GmbH
00:50:C2:E9:C0:00/36	SPARQ	SPARQ systems
00:50:C2:E9:D0:00/36	nicai	nicai-systems
00:50:C2:E9:E0:00/36	American	American Microsystems, Ltd.
00:50:C2:E9:F0:00/36	DataSoft	DataSoft Corporation
00:50:C2:EA:00:00/36	RobertBo	Robert Bosch Healthcare Systems, Inc.
00:50:C2:EA:10:00/36	TexCompu	Tex Computer Srl
00:50:C2:EA:20:00/36	ThinkRF	ThinkRF Corp
00:50:C2:EA:30:00/36	Subsea	Subsea Systems, Inc.
00:50:C2:EA:40:00/36	head
00:50:C2:EA:50:00/36	Aerodata	Aerodata AG
00:50:C2:EA:60:00/36	Powersen	Powersense A/S
00:50:C2:EA:70:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:EA:80:00/36	MBconnec	MB connect line GmbH Fernwartungssysteme
00:50:C2:EA:90:00/36	MettlerT	Mettler Toledo
00:50:C2:EA:A0:00/36	BAE	BAE Systems
00:50:C2:EA:B0:00/36	Warp9Tec	Warp9 Tech Design, Inc.
00:50:C2:EA:C0:00/36	Aliasip	Alias ip
00:50:C2:EA:D0:00/36	Rohde&Sc	Rohde&Schwarz Topex SA
00:50:C2:EA:E0:00/36	AlyricaN	Alyrica Networks
00:50:C2:EA:F0:00/36	GogoBA	Gogo BA
00:50:C2:EB:00:00/36	PulseCom	Pulse Communication Systems Pvt. Ltd.
00:50:C2:EB:10:00/36	PduExper	Pdu Expert Uk Ltd
00:50:C2:EB:20:00/36	OtakiEle	Otaki Electric Corporation
00:50:C2:EB:30:00/36	ARRFMicr	AR RF/Microwave Instrumentation
00:50:C2:EB:40:00/36	WishtekT	Wishtek Technology, Inc.
00:50:C2:EB:50:00/36	Covidenc	Covidence A/S
00:50:C2:EB:60:00/36	MonsoonS	Monsoon Solutions, Inc.
00:50:C2:EB:70:00/36	Saab	Saab AB
00:50:C2:EB:80:00/36	dspnor
00:50:C2:EB:90:00/36	Alpha-Mo	Alpha-Mos
00:50:C2:EB:A0:00/36	West-Com	West-Com Nurse Call Systems, Inc.
00:50:C2:EB:B0:00/36	TimeTerm	TimeTerminal Adductor Group AB
00:50:C2:EB:C0:00/36	DiehlAKO	Diehl AKO Stiftung & Co. KG
00:50:C2:EB:D0:00/36	DropletM	Droplet Measurement Technologies
00:50:C2:EB:E0:00/36	GlobalTe	Global Tecnologia LTDA.
00:50:C2:EB:F0:00/36	Civoluti	Civolution
00:50:C2:EC:00:00/36	UgMOTech	UgMO Technologies
00:50:C2:EC:10:00/36	ANTGroup	ANT Group s.r.l
00:50:C2:EC:20:00/36	Ixonos	Ixonos Plc
00:50:C2:EC:30:00/36	AplexTec	Aplex Technology Inc.
00:50:C2:EC:40:00/36	LogicalE	Logical Electromechanical Sys Inc.
00:50:C2:EC:50:00/36	RSUPPORT	RSUPPORT Co., Ltd.
00:50:C2:EC:60:00/36	Infronic	Infronics Systems Limited
00:50:C2:EC:70:00/36	LiquidRo	Liquid Robotics, Inc
00:50:C2:EC:80:00/36	IbernexI	Ibernex Ingenieria, S.L.
00:50:C2:EC:90:00/36	Amsterda	Amsterdam Scientific Instruments BV
00:50:C2:EC:A0:00/36	BitWiseC	BitWise Controls
00:50:C2:EC:B0:00/36	FAL	FAL Corp
00:50:C2:EC:C0:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:EC:D0:00/36	PeekTraf	Peek Traffic Corporation
00:50:C2:EC:E0:00/36	easiiica	easii ic adiis
00:50:C2:EC:F0:00/36	TaiwanHi	Taiwan Hiplus Corporation
00:50:C2:ED:00:00/36	NipponSy	Nippon Systemware Co.,Ltd.
00:50:C2:ED:10:00/36	Arcontia	Arcontia Technology AB
00:50:C2:ED:20:00/36	Klangspe	Klangspektrum GmbH
00:50:C2:ED:30:00/36	EcoMonit	Eco Monitoring Utility Systems Ltd
00:50:C2:ED:40:00/36	Tamagawa	Tamagawa Electronics Co.,Ltd.
00:50:C2:ED:50:00/36	RFLElect	RFL Electronics, Inc.
00:50:C2:ED:60:00/36	Cat	Cat AB
00:50:C2:ED:70:00/36	FBTElett	FBT Elettronica spa
00:50:C2:ED:80:00/36	AVocatio	AVocation Systems, Inc.
00:50:C2:ED:90:00/36	Plasmatr	Plasmatronics pty ltd
00:50:C2:ED:A0:00/36	JointSto	Joint Stock Company "Svyaz Inginiring M"
00:50:C2:ED:B0:00/36	BelikSPR	Belik S.P.R.L.
00:50:C2:ED:C0:00/36	Eyelock	Eyelock Corporation
00:50:C2:ED:D0:00/36	Ebneuro	Ebneuro Spa
00:50:C2:ED:E0:00/36	SmartGri	Smart Grid Networks
00:50:C2:ED:F0:00/36	MonitorB	Monitor Business Machines
00:50:C2:EE:00:00/36	osfHansj	osf Hansjuergen Meier GmbH & Co. KG
00:50:C2:EE:10:00/36	ProconEl	Procon Electronics
00:50:C2:EE:20:00/36	SystemIn	System Industrie Electronic GmbH
00:50:C2:EE:30:00/36	TecnintH	Tecnint HTE SRL
00:50:C2:EE:40:00/36	Rohde&Sc	Rohde&Schwarz Topex SA
00:50:C2:EE:50:00/36	CytecZyl	Cytec Zylindertechnik GmbH
00:50:C2:EE:60:00/36	BTECH	B:TECH, a. s.
00:50:C2:EE:70:00/36	syes	syes srl
00:50:C2:EE:80:00/36	KamachoS	Kamacho Scale Co., Ltd.
00:50:C2:EE:90:00/36	QUANTA	QUANTA S.r.l.
00:50:C2:EE:A0:00/36	Position	Positioneering Limited
00:50:C2:EE:B0:00/36	fibrisTe	fibrisTerre GmbH
00:50:C2:EE:C0:00/36	YUYAMAMF	YUYAMA MFG Co.,Ltd
00:50:C2:EE:D0:00/36	FutureDe	Future Design Controls, Inc
00:50:C2:EE:E0:00/36	ABBTrans	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
00:50:C2:EE:F0:00/36	IDTRONIC	IDTRONIC GmbH
00:50:C2:EF:00:00/36	Homaetri	Homaetrix Ltd
00:50:C2:EF:10:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:EF:20:00/36	Specialt	Specialty Microwave Corp
00:50:C2:EF:30:00/36	SmartPow	Smart Power Electronics GmbH & Co. KG
00:50:C2:EF:40:00/36	ROVERLab	RO.VE.R. Laboratories S.p.A
00:50:C2:EF:50:00/36	HumanNet	Human Network Labs, Inc.
00:50:C2:EF:60:00/36	NetlineC	Netline Communication Technologies
00:50:C2:EF:70:00/36	Amstella	Amstelland Electronic BV
00:50:C2:EF:80:00/36	HCLTechn	HCL Technologies
00:50:C2:EF:90:00/36	HoribaAb	Horiba Abx Sas
00:50:C2:EF:A0:00/36	Predicti	Predictive Sensor Technology
00:50:C2:EF:B0:00/36	NorbitOD	Norbit ODM AS
00:50:C2:EF:C0:00/36	Private
00:50:C2:EF:D0:00/36	Sanmina
00:50:C2:EF:E0:00/36	PLRInfor	PLR Information Systems Ltd.
00:50:C2:EF:F0:00/36	Zephyrus	Zephyrus Electronics LTD.
00:50:C2:F0:00:00/36	SyscomIn	Syscom Instruments
00:50:C2:F0:10:00/36	MangoDSP	Mango DSP, Inc
00:50:C2:F0:20:00/36	Bmr
00:50:C2:F0:30:00/36	WrenSoun	Wren Sound Systems
00:50:C2:F0:40:00/36	KinkiRoe	Kinki Roentgen Industrial Co.,Ltd
00:50:C2:F0:50:00/36	ESIVentu	ESI Ventures, LLC
00:50:C2:F0:60:00/36	Micro-Ke	Micro-Key BV
00:50:C2:F0:70:00/36	IconRese	Icon Research Ltd
00:50:C2:F0:80:00/36	AplexTec	Aplex Technology Inc.
00:50:C2:F0:90:00/36	Wheatsto	Wheatstone Corporation
00:50:C2:F0:A0:00/36	HASCOMIn	HASCOM International Pty Ltd
00:50:C2:F0:B0:00/36	Treehave	Treehaven Technologies, Inc.
00:50:C2:F0:C0:00/36	Skychann	Skychannel Ltd
00:50:C2:F0:D0:00/36	Bluetest	Bluetest AB
00:50:C2:F0:E0:00/36	MicroTec	Micro Technic A/S
00:50:C2:F0:F0:00/36	AeroVisi	AeroVision Avionics, Inc.
00:50:C2:F1:00:00/36	WincorNi	Wincor Nixdorf Sp. z o.o.
00:50:C2:F1:10:00/36	Organis	Organis GmbH
00:50:C2:F1:20:00/36	GeneralI	General Industrial Controls Pvt Ltd
00:50:C2:F1:30:00/36	PacketPl	Packet Plus, Inc.
00:50:C2:F1:40:00/36	VisionAe	Vision Systems Aeronautic
00:50:C2:F1:50:00/36	SascalDi	Sascal Displays Ltd
00:50:C2:F1:60:00/36	PeterHub	Peter Huber Kältemaschinenbau GmbH
00:50:C2:F1:70:00/36	ABBTrans	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
00:50:C2:F1:80:00/36	VitecMul	Vitec Multimedia
00:50:C2:F1:90:00/36	NetlinkB	Netlink Bilisim Sistemleri San. ve Tic. Ltd. Sti.
00:50:C2:F1:A0:00/36	AquaMana	Aqua Management
00:50:C2:F1:B0:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:F1:C0:00/36	GDMissio	GD Mission Systems
00:50:C2:F1:D0:00/36	Grossenb	Grossenbacher Systeme AG
00:50:C2:F1:E0:00/36	DellOrto	Dell'Orto S.P.A.
00:50:C2:F1:F0:00/36	Verified	Verified Energy, LLC.
00:50:C2:F2:00:00/36	UnforsIn	Unfors Instruments AB
00:50:C2:F2:10:00/36	SEITEC	SEITEC Co. Ltd
00:50:C2:F2:20:00/36	HarlandS	Harland Simon plc
00:50:C2:F2:30:00/36	Electro-	Electro-Motive Diesel
00:50:C2:F2:40:00/36	CT	CT Company
00:50:C2:F2:50:00/36	SamwayEl	Samway Electronic SRL
00:50:C2:F2:60:00/36	WaveIP
00:50:C2:F2:70:00/36	Elan	Elan Systems
00:50:C2:F2:80:00/36	VertexAn	Vertex Antennentechnik GmbH
00:50:C2:F2:90:00/36	Radyne	Radyne Corporation
00:50:C2:F2:A0:00/36	ACDElekt	ACD Elektronik GmbH
00:50:C2:F2:B0:00/36	BioGuard	Bio Guard component & technologies
00:50:C2:F2:C0:00/36	Terratel	Terratel Technology s.r.o.
00:50:C2:F2:D0:00/36	RobertBo	Robert Bosch Healthcare Systems, Inc.
00:50:C2:F2:E0:00/36	H&LInstr	H&L Instruments, LLC
00:50:C2:F2:F0:00/36	ArcosTec	Arcos Technologies LTD
00:50:C2:F3:00:00/36	Miris	Miris AB
00:50:C2:F3:10:00/36	RuetzTec	Ruetz Technologies GmbH
00:50:C2:F3:20:00/36	Net4Thin	Net4Things
00:50:C2:F3:30:00/36	AppliedM	Applied Micro Electronics AME bv
00:50:C2:F3:40:00/36	SequipS+	Sequip S+E GmbH
00:50:C2:F3:50:00/36	GrupoEpe	Grupo Epelsa S.L.
00:50:C2:F3:60:00/36	Visitech	Visitech AS
00:50:C2:F3:70:00/36	Rosslare	Rosslare Enterprises Limited
00:50:C2:F3:80:00/36	AeroCont	AeroControl, Inc.
00:50:C2:F3:90:00/36	InForceC	InForce Computing, Inc.
00:50:C2:F3:A0:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:F3:B0:00/36	TAMSfirm	TAMS firmware co.
00:50:C2:F3:C0:00/36	VemcoSpz	Vemco Sp. z o. o.
00:50:C2:F3:D0:00/36	Projects	Project service S.a.s
00:50:C2:F3:E0:00/36	Vtron	Vtron Pty Ltd
00:50:C2:F3:F0:00/36	DENSEICO	DENSEI COMMUNICATION Inc.
00:50:C2:F4:00:00/36	iBWorld	iBWorld co.,ltd.
00:50:C2:F4:10:00/36	FairyDev	FairyDevices Inc.
00:50:C2:F4:20:00/36	DSPCon
00:50:C2:F4:30:00/36	SpecialE	Special Systems Engineering Center LLC
00:50:C2:F4:40:00/36	Steinbic	Steinbichler Optotechnik GmbH
00:50:C2:F4:50:00/36	HUSTYMSt	HUSTY M.Styczen J.Hupert Sp.J.
00:50:C2:F4:60:00/36	ReasonTe	Reason Tecnologia S.A.
00:50:C2:F4:70:00/36	cadac	cadac,inc.
00:50:C2:F4:80:00/36	Shure	Shure Incorporated
00:50:C2:F4:90:00/36	GreenIns	Green Instruments A/S
00:50:C2:F4:A0:00/36	Z-App	Z-App Systems, Inc.
00:50:C2:F4:B0:00/36	Supranet
00:50:C2:F4:C0:00/36	Enistic	Enistic Limited
00:50:C2:F4:D0:00/36	KnowhowI	Knowhow Infocom Inc.
00:50:C2:F4:E0:00/36	Heinzing	Heinzinger electronic GmbH
00:50:C2:F4:F0:00/36	BAPPreci	BAP Precision Ltd.
00:50:C2:F5:00:00/36	Moritex	Moritex Corporation
00:50:C2:F5:10:00/36	NDCInfra	NDC Infrared Engineering, Inc.
00:50:C2:F5:20:00/36	Rohde&Sc	Rohde&Schwarz Topex SA
